source_index,label,lot_id,map_sha256,split,map_path
250227,Random,lot15561,1671ebbec063c1570624295517fc46f1cbbd5ffee7fd34751f44dc4d6001dd96,validation,maps/0250227.npy
250228,Random,lot15561,3304d5612624a6a03c1efcec091601d7dd9978b74f311a9efdc67efe821714e6,validation,maps/0250228.npy
250233,Random,lot15561,98b7d506993198aeda562e68f7ce65039d2203d5d1cc5c8a98686ff2879598d8,validation,maps/0250233.npy
250236,Random,lot15561,c389ed9d9fc9d535b9539241c3b341b600314e7a0b0d3ec9027d0fc135d7553c,validation,maps/0250236.npy
250237,Random,lot15561,1181a690ad346973022ac1be7eba1b579a8367986b34b4b9e9214b762e58d2bc,validation,maps/0250237.npy
250239,Random,lot15561,67b50e47ad4a3ee97bf5936f9132e933d28c06ffc35e6092900dc6e39d352b7e,validation,maps/0250239.npy
250240,Random,lot15561,ea4481365084940a5e53fde0e61ce7b33ef8121cae70e3acc965ed2ede2436b0,validation,maps/0250240.npy
250241,Random,lot15561,a38874ab801f50c3bf2222917bc0ade4120e8bf6198826850a533d6d0372f747,validation,maps/0250241.npy
250242,Random,lot15561,e59ab844e646c0bb4647bcd8f72f87afb5be8a7a0c2218ceb17000bc983f5145,validation,maps/0250242.npy
250243,Random,lot15561,66a9539ae0f548836e3957ece5aac5578e6239b90a24a726a4c14bef1ba3d814,validation,maps/0250243.npy
250245,Random,lot15561,c44ac84f73cfe0fe274715b5bf24c07565b681ca7b2448ab1620662b38cc7e4e,validation,maps/0250245.npy
250246,Random,lot15561,7c611b2a9dd233e6111628b3162473d85c3b7442edae747e50a607aa39ca170f,validation,maps/0250246.npy
250248,Random,lot15561,fc993f751e441b57fea769f50af3049b65c90c23e8381d6f63332a6d600afb4d,validation,maps/0250248.npy
250250,Near-full,lot15561,571cbf00fee475b4b6e6f7e3d704848c8e0a481938da95969729eae9eae20dc5,validation,maps/0250250.npy
250251,Random,lot15561,5b5c460563add5aac5cbf5c162e1707c7d9b930e83e565fd3bfa0070618443c6,validation,maps/0250251.npy
250273,Near-full,lot15562,e5ce594c340fc3353d9116d961561db260cfec01b43d03c38715f5539d17511a,train,maps/0250273.npy
250296,Random,lot15563,b8370e34ea972391824cc0a12bdf1733ba94c7fdd87c24830cb7d745e4eda7a5,train,maps/0250296.npy
250298,Random,lot15563,3717ebd1b10257d3e6d33b2c414e040aa4189d57b0c4d21951437c3d86ca65ff,train,maps/0250298.npy
250366,Near-full,lot15567,4211f4388b83b5af99c3cbda5f4d51ded2afaae9fa66774506da894e00f8d9a7,train,maps/0250366.npy
250560,Scratch,lot15575,ad1d0679460fd7099c95c510887e7a87d911a82705b276a326d74fd2bedbc3b5,train,maps/0250560.npy
250587,Edge-Loc,lot15576,5534226e4e45344d7c5208f540f8ffa53d1e71aa834fadc6203fc02d698c8bb3,train,maps/0250587.npy
251112,Random,lot15597,43d6d86c286327585d788e5ba88a54f90abb01e930ec45da8d9f4c7ced86f178,test,maps/0251112.npy
251141,Random,lot15598,ff8e8cbd3cade6b3bf99ba5cb0fca2494cf0919f2adbad7613d511d699ed17a1,train,maps/0251141.npy
251178,Random,lot15600,e433aa4c924e14e644d5b2040422a221208bfa22ec059ffdbdcafa825c2110b0,train,maps/0251178.npy
251311,none,lot15605,456b34ac3c9e7e1335aa36ac24d13214e82deccf8caeefb62cf4e6ec5200a943,train,maps/0251311.npy
251646,Near-full,lot15619,223ce5509564ab7d455c49531c3c1c73ff4ea5ebcbecab7f7041e90d2c181a23,test,maps/0251646.npy
251713,Near-full,lot15621,eb1d09e29b1728be32241bd84e7c76751ac3899b7de796c29c9422c2fc85da64,train,maps/0251713.npy
251736,Random,lot15622,792b539bcf1e0b3324859faccc149a5281e89acdfa3c64fa9f691d31a9a31343,train,maps/0251736.npy
251953,Random,lot15631,7c1a42dc27e7b823be124d3c5e58e8561e6cd111a2934821179ad7cefb93fa79,train,maps/0251953.npy
251984,Loc,lot15632,f4abc4f1156f7333b53aa78364ab273752e1f14e4beb83fc8ac19e5f1a6b26c2,train,maps/0251984.npy
252011,Loc,lot15633,be9602cf36ef56faca27cafa1a2facbb462462deff5d7900626d34134975e38e,train,maps/0252011.npy
252012,Loc,lot15633,bb0493cd37f0e60072d871437105bb68cea1e22d032afa62d0bfef1225ce3f36,train,maps/0252012.npy
252058,Random,lot15635,bde408ab9b201171a6e3fa97ff75d844a3e21dc038d82e5d8a4c0096f19b5890,train,maps/0252058.npy
252111,Random,lot15637,bee118cf16150b514a230107e75233d71d360748315a024c1f6a866f06597523,test,maps/0252111.npy
252119,Edge-Loc,lot15638,fc6e0ac3b2735029331d9cd60be79007aa02234b01f9e24aad32abf0fd4f557d,test,maps/0252119.npy
252157,none,lot15639,6087b3f9aeddc327a2d5e38cc38f46e23b72bd9d346b4337e11a379d13761796,train,maps/0252157.npy
252289,Loc,lot15645,d5f1f4fb029b6a8688f9b1aedeec885e4a019cf9af6ba764ed545078823edf3c,validation,maps/0252289.npy
252309,none,lot15646,504e44ffe4b08286e528c5e9fcc42433cb08639b7e022502e1669b3c42a80aab,test,maps/0252309.npy
252315,Donut,lot15646,4abfe4157dbd7c5b3833a193596aab1b7313496832e50f9ff7ef4472ca2516b3,test,maps/0252315.npy
252319,Donut,lot15646,aadd0145d04ee6f5abd1f37e8cb3e9b14d5ae1a952bc3e87ba1da68bf328b1f5,test,maps/0252319.npy
252325,Loc,lot15646,178c6eb5506800b48c35ae5737f4423259c7d218c1e6a5e6188093e9dac5f303,test,maps/0252325.npy
252429,none,lot15650,ef95dbc75b2504c387f886faae3b45ac82c05c414fcf08c0931f2f99ef6c4f32,train,maps/0252429.npy
252434,none,lot15651,eb085e81e9cfc65aae1d0dec07abe3eff6d72329dc68eafd21405df537c415b7,train,maps/0252434.npy
252436,Random,lot15651,71e699c054a54d7a091c9ff92749995ee54c64b0fca2f1df281d4af6040b7205,train,maps/0252436.npy
252688,Center,lot15661,01cdf4dc3ad248fbbe811430df4b603ed93d0314879d440f5c5592b3042f97e5,test,maps/0252688.npy
252697,Center,lot15661,6cec3611ed4b781ee5d8a4cac350c8d51e02a8c8ae6af1bdc3379159f20e0428,test,maps/0252697.npy
252702,Center,lot15661,c50fdf35f86723bcbfe8214da37e58b9eb2712b9068003957241e6e8bd20593f,test,maps/0252702.npy
252705,Near-full,lot15662,a2b9b29e99b0b902362c653af14681bbc4a0c5327a7f99115a868702173e8e68,train,maps/0252705.npy
252726,Loc,lot15662,46ef03f3c1ef083aaa84c94fdaa9dee7a305867790c7726c52771be712893ba3,train,maps/0252726.npy
253122,Loc,lot15678,336b8eb6676c5951e31a667b39842d7437330a1888e9d918410b72f9b49bbb29,train,maps/0253122.npy
253173,Loc,lot15680,1bfb789cc87dbff94f095d9ca75d5f4d07e06cd0253e14b01d14f609bec295b2,train,maps/0253173.npy
253203,Random,lot15682,c86cf353967f42b6c473f0436974b78c9c855bd51df54b8db3eb9a39affb1513,validation,maps/0253203.npy
253805,Edge-Ring,lot15711,f52b4d8d614588522b291e8979271bc79fcfaecaa882e0f69520b783087cd389,train,maps/0253805.npy
253814,Edge-Ring,lot15711,40d25d5e31cdd6c13b0262cddf9981c67799c56220e1b39ad09e1203a78cc17b,train,maps/0253814.npy
254669,Random,lot15753,721f087335e84e6f45a25a2579b0c4ee164d1956ddc4155eaddcf33d505e91f1,test,maps/0254669.npy
254671,Random,lot15754,3d80b1a8e9eb47ab12e53a38d89877b31ba902883cc407227551bf14a1116542,train,maps/0254671.npy
255066,Center,lot15785,4a8846b3a03e86df035a7d5733e285c98b036b08526e2a18b3ba760e1917b2e9,train,maps/0255066.npy
255069,Near-full,lot15785,5df149be8876abd7ff9a53422d55461228b956ccfaae5ee65450b6a24cdff70a,train,maps/0255069.npy
255117,Center,lot15791,748e7f7ad318544275eb2e7e1f9b520fd26397a0b0922a7666ecddd4cdbe129c,validation,maps/0255117.npy
255141,Center,lot15795,53ccc184dc0ede3cc025c2d562e127a9199558062518c306d305917676167fc4,train,maps/0255141.npy
255157,Center,lot15799,1588c1012d94e19e34d32a53858119c61eb209cee51d3bbe3ec78d1d30774800,validation,maps/0255157.npy
255190,Center,lot15808,4f51d8b6a47e809dc7e5b5b10a9bdd97995e6aa36b9b7554c8af78fad3c9e9f6,train,maps/0255190.npy
255191,Center,lot15808,058abfb11cc6605ee3d120789a6785c830fdd35579c1f3ef8d183d0b9419da70,train,maps/0255191.npy
255771,Loc,lot15851,3745c805e9d751ad69f0f81d0cb3e4a81fdc594f67104dc0c317e94dc1b359f8,test,maps/0255771.npy
256847,Center,lot15901,7b6a6e38ade633d03ab47239827cef96e8668c2fda41dbec04293bff721b1946,train,maps/0256847.npy
256910,Near-full,lot15906,eb783c3533b85d220172eb0689719855cde34ad74d13e43c2c598bb36dcce3af,validation,maps/0256910.npy
256911,Center,lot15906,dee961d93bf5a2a53c1f73411ee90e34267e2efd4cd4f928297a5d5270d208ef,validation,maps/0256911.npy
259171,Center,lot16072,f6701d7a509795117e2f87aa9b799610dda17c81c1b44d1edda6d08a597418a5,train,maps/0259171.npy
259180,Edge-Loc,lot16072,ae6852194f453034628459734d4307959c843567892d734d790c02c8d2ef02e2,train,maps/0259180.npy
259464,Edge-Loc,lot16085,dd247af09b048c1802e55a97aad382538d546f9363b115b9ac48bfa3ef4239a6,test,maps/0259464.npy
259947,Loc,lot16104,a0426e143db44682404ac7074ba788c590b55b38349942b12e562891fc6605d1,train,maps/0259947.npy
261062,Loc,lot16156,4c22d9ad39ee52c708f007e0f3a51b125be8046637b4a4dc8d91997ceecac6c1,train,maps/0261062.npy
262498,Edge-Loc,lot16246,66b563f2d43b3b2a16da98b82fa68eb3d65446402ffcf6317a758c69abc1fa74,test,maps/0262498.npy
262941,Scratch,lot16298,a629696c1d9d605851f7066cdf0bc40b5f4daa51b06d1f4216ab75273be13271,validation,maps/0262941.npy
262944,Scratch,lot16298,d46d9e795d9e4910bc806959efe20366d5cc2acda1c4448c3c0f088634ae48e9,validation,maps/0262944.npy
262947,Scratch,lot16298,e9ebd1b657ed88f9706df561f71864698a47b515ae35df2cf47373e828e41ac2,validation,maps/0262947.npy
262950,Scratch,lot16298,368879f2a8e13e9fc5f6031c79f6fa13c78514ddde09927620c85dcb2a7fa1ad,validation,maps/0262950.npy
262954,Scratch,lot16298,504c96283d821e0ef55a37c6ddfb391c244b863b4f3398943e68f9d1cf499aaf,validation,maps/0262954.npy
262955,Scratch,lot16298,fba7713e3cc5cac0d3e162a87d7da3c8aa11e4303d1272d6d02cf393e1a38453,validation,maps/0262955.npy
262974,Scratch,lot16299,468a20d7db6f6827db6e35e01565caab7bf24dab271eaa9aeaf2e0c363ad3295,train,maps/0262974.npy
263652,Random,lot16330,8bfefe127ec3cb1926d9036b2f4041bf885f38b192dda13ea8ec3b598d466adc,test,maps/0263652.npy
263655,Random,lot16330,8aa0bbe6fa02c5f48c27baa83d622618d81b397ecc8fb5a680c65828d9e91bd1,test,maps/0263655.npy
263656,Random,lot16330,4e9ed9b3621f649008f67cb1d152ecd3cca769b5798652b5f90121c43035588e,test,maps/0263656.npy
263659,Random,lot16330,f1cf2688a189bec595a70a810c1ecc53908b5cb296f88bf721f36ef40957da76,test,maps/0263659.npy
263955,Scratch,lot16346,533765f5a413a9b3cca36066aad8379864ce958e39c3b51feef43673f6adb48a,test,maps/0263955.npy
264470,Loc,lot16376,3299f07d928c323c95200d10c7f4c9d1473386abb68be4be28eb07f2563c68e2,test,maps/0264470.npy
265047,Random,lot16416,44e9abf55df28e7af272f28b11f8774efce1cb5e31384d86761136142123d422,train,maps/0265047.npy
265120,Edge-Ring,lot16419,a68d34dfc1688e0d268cd52fa50d0d4e8a087708c8b73b059a2903f93c5ac9e6,train,maps/0265120.npy
265179,Edge-Ring,lot16421,68dbc734b7cb5fae04b32b300cca2c993cb82b140a384292b2de89c86fb82ba1,train,maps/0265179.npy
265875,Edge-Ring,lot16460,d439094b1136a68a3b3d786c756196c5fe2ff095be0461ff6b6ef0ff8f0bac4b,train,maps/0265875.npy
265878,Edge-Ring,lot16460,703a7c0b0674626a0fa237ebcc8aabd7838550cab5bc3e1d1fa173b777772e54,train,maps/0265878.npy
265906,Edge-Loc,lot16462,2be751ff30495836a69785a049c2b8aa397d7ec8fe9c303d10dbbf5c339d7ddc,validation,maps/0265906.npy
266111,Edge-Ring,lot16472,c8c0ed8311595f74268f852a4095a8bf2374ff5c5c56d2e9a2597315521ff9ba,train,maps/0266111.npy
266162,Edge-Ring,lot16474,8c15f0a834381d0c07cfef88bfc1a5843d45dc253ef6f42ed07ca181b6c81075,test,maps/0266162.npy
266622,Center,lot16503,f10df1ee6bb691ba44eea2a4c0a5948075a75734c8605a63f78dfd3ed30b26cb,train,maps/0266622.npy
266902,Scratch,lot16514,c20ce2ccac01187fdc3a5140306e585c9201ffefa12bf5cd4056b67b18ce4594,train,maps/0266902.npy
267448,Loc,lot16541,a3798efff10047674d46f3ef12123a2e28f178e9178c51a79e3b26cc58a07745,test,maps/0267448.npy
267452,Loc,lot16541,db75b754ea656092c20d7fb0aa9229f2cbc7a61b4a9b9ab1b7c282ddccfdfbbe,test,maps/0267452.npy
267457,Donut,lot16541,0d760335ec154067f6b8e03697fefb2ab6a210a4ec0860a489f3e882eb5ad4b0,test,maps/0267457.npy
267605,Edge-Ring,lot16554,0545558807b9688b4a77743a9ddd5b534b04780b2daae9d34355ad86d2620b7c,train,maps/0267605.npy
268688,Edge-Ring,lot16598,0ea77e49cc6516c5f14f6b472e47cee01904e0bbee70be4057a5757c645c27cb,train,maps/0268688.npy
268719,Edge-Ring,lot16599,b69ee4124a6c3c34c71259a4380f6533325c6bfabf3444036d881678bc52ee92,train,maps/0268719.npy
268775,Edge-Ring,lot16601,3ad98e8d4a0b3329c5797c737c97d762e3c99b3c8fa83cd1af0442cbcd52d79c,train,maps/0268775.npy
268787,Edge-Ring,lot16602,125c64db04e4ed165c1e6943910907a9c951339e538105d6281affe82400090b,train,maps/0268787.npy
268801,Edge-Ring,lot16602,b615db3446c1458a92d98241eb719dcbffa8c3d4e763728d15b1e98bb21f5dfc,train,maps/0268801.npy
268814,Edge-Loc,lot16603,93f3e41182372fa94b4b7bd2d69b9b62b4aac999f368c02011b97c5040902111,train,maps/0268814.npy
268819,Edge-Ring,lot16603,3761d519d481a99bb80c3101afebc42b790abec2090fadf609299c1aa54c4ec3,train,maps/0268819.npy
268852,Edge-Ring,lot16604,61b8c2ff5af3fd700409ef0322b15cc041b02ca88bf22f23d8243e59c1027cb2,train,maps/0268852.npy
268855,Edge-Ring,lot16604,1918346a667972196493191b39c9f9e85d910bd0bc981854ad957ba6ee114f19,train,maps/0268855.npy
268916,Edge-Ring,lot16607,6bec7234c03db67b9b62676efade66b54c7b8ed829c7117a08c8c36f6206a177,train,maps/0268916.npy
268926,Edge-Ring,lot16607,5ed26a6b3a1b66e773bbd6a3090171e7b8dd1032dca52b92c1ee024a256e1fbd,train,maps/0268926.npy
269619,Center,lot16637,552932ddbf528acc0b2b94fbb5a8734be0292bf24a373a89c14052d3894de5f6,train,maps/0269619.npy
269775,Scratch,lot16644,2dacf50a95f5d68ea0be9ed7d91e7ecd666927eeb2cc46741826603276afd744,validation,maps/0269775.npy
270434,Loc,lot16675,193de5d7e9d595ee4e024fc12f4109e8236a6b9eb827279ae116e07d15b1c6f2,train,maps/0270434.npy
270469,Scratch,lot16677,fb38adce8bd258ab82e12658db3039a8f64856389f6379b1416ba06414544651,test,maps/0270469.npy
270598,Scratch,lot16687,b8eba0c37f98840b11088de89308575ca2f5ebf9e9312949fbf81e2197931251,test,maps/0270598.npy
270940,Scratch,lot16703,529ac0553a1a0ff0be67fa406e28ff0a2abba0f924583ef1c197e9000be2ff97,train,maps/0270940.npy
270941,Scratch,lot16703,bc63722c80dcebebf10220dcbd687306c043b5b3bcf089572445f6d6bef2c534,train,maps/0270941.npy
270943,Scratch,lot16703,4c2b985116114cb01ba9c6427c5cbc72df92875ccc80f3e77e6759bc6e527aa0,train,maps/0270943.npy
270946,Scratch,lot16703,f7b19f75811b7d0d1910b24b7b3f3551f987211316a70e2cc6edd1fd6edcea56,train,maps/0270946.npy
271082,Center,lot16709,926df581ab9e3647813be48e3a763282a893f996bb7afc2e33fd0d38aee06f0e,train,maps/0271082.npy
271756,Scratch,lot16739,707c5231be68424920648244f8d96c0aec859faf6ddfc10f3f54c25729f0bb67,validation,maps/0271756.npy
272334,Loc,lot16774,12d1fb264337146721eb73edc4a5b461cbc99bb4d583c82c1d5dd980a5a41e36,validation,maps/0272334.npy
272926,Scratch,lot16826,36b616165cab54551030ff2d8accc86678a3765ad0a865d254464218dfaa14af,validation,maps/0272926.npy
274154,Center,lot16894,b8c166c4d9f5d50b60c696873f26fb7c5dae4b154c9c669287a3b0423d64872c,train,maps/0274154.npy
274565,Center,lot16915,e15cdac8013c36c3ea8ec173ccfc9a76a8ec3bd55cfbeed38945a81091eb673c,validation,maps/0274565.npy
276023,Edge-Ring,lot16983,f72754458457b40df109ac1141202ceed03202ccb074986f562a2c16b8944af2,validation,maps/0276023.npy
276030,Edge-Ring,lot16983,55f71efb766b1fd33056ae27540323dfd33df4d206cb7908697bf1cdfe2c6489,validation,maps/0276030.npy
276157,Center,lot16989,529f4c5457ea4716ffd6cca3e5d86d48fe3f76f168fe5ed471cda0cd11c97375,test,maps/0276157.npy
276163,Random,lot16991,30468d0f3fbf6444c80fa0b9d2f7443ecde7064a481a6262df479a49b5163e06,validation,maps/0276163.npy
276261,Random,lot16997,788f62c7124635c897c7edbd2fa3a5c24c2d4f938901649e1d191ec5b7528995,validation,maps/0276261.npy
276266,Random,lot16997,d82449514b04f995fd3f34fa027887ee16c7b3823893531bcb54e9d816853f12,validation,maps/0276266.npy
276295,Edge-Ring,lot16999,55c641fde3a180d5c6584bfe043288bfb77ac6a5cadce13de47d09ee06962433,test,maps/0276295.npy
276329,Edge-Ring,lot17000,bc763dbc9f20904776211a4d19aab069ea798b88b5bbc6b6bde3aae5f51a562d,test,maps/0276329.npy
277941,Scratch,lot17071,c0a72111a04591e93f160508ffdeacbc4b3b12d47c7954eb85e193981e51cdab,train,maps/0277941.npy
278538,Random,lot17102,c55b9e7bf7d180cadfddb6f58756e19bed1bff697464b4c48a719dc6273b053e,train,maps/0278538.npy
278540,Random,lot17102,29e29960ad33527a6a2ec4b51961e9c2f9600cc2d52d676176f812b02d5f61a4,train,maps/0278540.npy
278543,Random,lot17102,f009f29f5219580d149e7464a9096a078dd0cd5c1b8d2230619c640a51d671aa,train,maps/0278543.npy
278544,Random,lot17102,0589a933c02f0bf35272468acca0712d983dd156fd260bae35946b0435260458,train,maps/0278544.npy
278553,Random,lot17102,4cf9a31cf4ea2339995f8849c3a81ddf72deaefcfad3a90d8a12ec3819f11c34,train,maps/0278553.npy
278556,Random,lot17102,77b0d2dc7d209b92f274d6f7414fc3a11cb356fe330f7a99191a4f2b3b661541,train,maps/0278556.npy
278560,Random,lot17102,31d986bb76a4893eabdd2ad72125802c5f464cd828712645b3f2656888437e6a,train,maps/0278560.npy
278587,Donut,lot17106,60b19ef3983d0d24c6db4c73dd6b7b8ca3e546ef8687e071eac7d4081a0ba01b,train,maps/0278587.npy
278607,Loc,lot17106,fe49d48efdf9e082fad2fb0c9ed26a15f083968cb46617c475ce01aca23cd07c,train,maps/0278607.npy
278613,Donut,lot17109,18b99942e308e416be4311488614fd5553c701f449aa6a4417e2e4c520c23eb9,train,maps/0278613.npy
278614,Donut,lot17109,8cb4e85991c0aa2ddfd93a43078af8b069e6845b42d6b7d7256336e9c485b388,train,maps/0278614.npy
278704,Donut,lot17113,0fb95cabdcc547a27cda1aae87767f6c6f8402cc483611858dbf76aec9688e77,train,maps/0278704.npy
278707,Donut,lot17113,7fb3243d5bf72ec8f394dc91c54ff428aaf701d9453541b9d44bba4405b6241a,train,maps/0278707.npy
278709,Donut,lot17113,58eddafcc1ca2480e878c16c65bc11b0c30f64d36ce53b7a404d5fc29be6b249,train,maps/0278709.npy
278713,Donut,lot17113,4d2f72320f00d899a3d7f9743c5d7e5aaa40f956758f5d1a9fc9a220f0c9e49b,train,maps/0278713.npy
278715,Donut,lot17114,0a9e6041f2b1a2ad94cac6d7a82801967b69bd86529b150e5696c39e5d3a9c2a,train,maps/0278715.npy
278742,Donut,lot17116,7390b0fb89f9c644ad50bb5def14fa5a51943192d663335c016209f356b58608,train,maps/0278742.npy
278747,Donut,lot17116,66254fd904953c2b8dc474b3c1f87274db7d190970a4ae11ff1f0d376ebf9bc6,train,maps/0278747.npy
278749,Donut,lot17116,6ea90f4c5055cbe3f031ecccf53d9a2e7993c21b8d183236c7ec27e80287ee4a,train,maps/0278749.npy
278750,Donut,lot17116,606b453a77ced5a1e21f5c9fca40bf684099b4f0985642578a99c0ce8643dc31,train,maps/0278750.npy
278751,Donut,lot17116,48dfa86b35c6502045bdea8522d58f4cba2c68fc24f34ed630709874e2e4ee11,train,maps/0278751.npy
278755,Donut,lot17116,db70d8745381f7888b05a0b783e5d82338e5bf3123074be933b2e365e7e28aef,train,maps/0278755.npy
278759,Donut,lot17116,1b0c1c209b13721e8dea842273eac2960017db02def1f405e43aa1d5d2a65a9d,train,maps/0278759.npy
278761,Donut,lot17116,b2f2787117fbb3c9fd6402dc5f4eefa95376bfe923b9fb5eeb974a040fd5524e,train,maps/0278761.npy
278842,Donut,lot17121,5bc8c95d6acacededfa790e648cfa3963e1b44eee1ace244ab3200bfde49f8fc,train,maps/0278842.npy
278885,Donut,lot17122,d06e724ab08640d4eac7da751ec4f05fc0920213d723d574e3100d8f2dcf329b,train,maps/0278885.npy
278940,Donut,lot17125,65441b0e2d7526f46857a93b1c85114a3811f093645faceaeb98b1a34b5a00ac,train,maps/0278940.npy
278941,Donut,lot17125,c191045639485a6e69f95fe70d881c8a4b85fa9d03cfa9fd2d75a02f5496351f,train,maps/0278941.npy
278944,Donut,lot17125,0545551ff7cf71fbf8de00ba55611473c44a911c725570861248b26b48b7a76e,train,maps/0278944.npy
278948,Donut,lot17125,aa6671a5e96fe04f7c1309b4662c145643417b09d818e779f27e6982fda5f70e,train,maps/0278948.npy
278951,Center,lot17125,034c764afb519fae48d3b68a3c4f47c40939e725e3730135837bea84b5c09912,train,maps/0278951.npy
278963,Loc,lot17127,1806603793429c5099922b16ea2e8de2468875b8e04cbc52ce001ebd869ce616,train,maps/0278963.npy
278966,Donut,lot17127,51b2ab2131abb83f64de598b6bb58e6ff75b33960046d74d68708ca5ff5cdd09,train,maps/0278966.npy
278969,Donut,lot17127,312604ed79f056aa9b7779233c2dd009cfd1410a67d76c37ad9fbedffe1993da,train,maps/0278969.npy
278970,Donut,lot17127,cb10324796c8446126633c5db9ee861ce8e19f545f28ae745c116a3a49723a48,train,maps/0278970.npy
278971,Donut,lot17127,6ac67563dcaf3e948fb20f3a9f005eff78fe1143bff851af2fbdf571e4d6485a,train,maps/0278971.npy
278977,Donut,lot17127,b21afda226dce7464b02ec2f4dc3162644cc2e636d5204e1e6ba6608a92fae9f,train,maps/0278977.npy
278978,Donut,lot17127,aa021ba083f450dce63a1bc0fd718aff535b2cf9b3e710bb6e842db6840bd610,train,maps/0278978.npy
278983,Donut,lot17127,68afd997e273d09d788dc192063f09a6a99ef3e69a9dafac6c6f97c29ad6ecba,train,maps/0278983.npy
278984,Donut,lot17127,560bfa58ec71780922623904ded03ffdfeec94052211920c66f5583aa6a70db2,train,maps/0278984.npy
279042,Donut,lot17130,4e7e9102a9acf4f64a068b4dfdc1ae54e803f2005ddc082c677d273088517bec,train,maps/0279042.npy
279048,Donut,lot17130,feedccaae22e170f71e98eeea1984422cc1d3cf4367f7e89f5f8e41b2fe56dac,train,maps/0279048.npy
279050,Donut,lot17130,615a249b421a8221ce47fc7348154746b739007db769d6d841b039242c8c3ade,train,maps/0279050.npy
279051,Donut,lot17130,f9ad4f1956fdb738c4c96a6248c3ae7f4a7164b162ab3c4e370db7ea39269e8a,train,maps/0279051.npy
279055,Donut,lot17130,eff834983b24fd80482127df1ea5f0ddec0ef9e7395992b62e422fc585e23683,train,maps/0279055.npy
279056,Donut,lot17130,bdfa5c4065a05f307c20e99f4398f82e01b2cf9738652b9ab0a938afc88d05e8,train,maps/0279056.npy
279058,Donut,lot17130,1a3767d2416881fd414644e852953c1e90f2b2613c42b6354ac778a61efd48e3,train,maps/0279058.npy
279062,Donut,lot17130,ac0da1bfe5a8e6314ef5a250ad8cf688bcb83a41da433cf51b2f58aa3b6f362f,train,maps/0279062.npy
279064,Donut,lot17131,80c8e6e777dff74ace1c47040876f1451f68dcf53675d8d53ec6d8360413b235,train,maps/0279064.npy
279065,Random,lot17131,69e9c2bbc091081927383d357a281dca45946b76bd5c8f7ec3eca3734c4155fb,train,maps/0279065.npy
279069,Random,lot17131,fb893d1c812c01acf6b311a60c0db7b93a8c40e06799abd99b70b434b5f0afb7,train,maps/0279069.npy
279073,Center,lot17131,38624c0681446660ce5efd54fa9dd5660f6d37b4a4f064117804ad684756ba78,train,maps/0279073.npy
279099,Donut,lot17133,f5f88793e6ae3b87a5efe72495860bdac58a3502f25440ee47378069d0801e00,train,maps/0279099.npy
279110,Donut,lot17133,f537dd97fdf1902237c2a3ceb7680c3563bda5c3582e9801595f46409d5e4a46,train,maps/0279110.npy
279129,Donut,lot17134,27549b7adb088ae4032da0477a7c30a229cc709a2849c813579049625ee16f93,train,maps/0279129.npy
279133,Donut,lot17134,a2d9eab8b56235bc0bed665ce4454ce2eca89c2451c55622a9a716cf5154402a,train,maps/0279133.npy
279134,Donut,lot17134,08eb8d15e1e4df2b592ccf65ff357f0d396847f88e42fa1b5fb60b2a7b3608d0,train,maps/0279134.npy
279135,Donut,lot17134,fcb2c6f784b9ec4364046586f155945866ab09c86a317f518f32919d87232e66,train,maps/0279135.npy
279188,Donut,lot17137,d4d2c9fdf3b6bef1534e30dcd5a4a4ed3a8ea6c00e9cf2928270469273feb8c9,train,maps/0279188.npy
279190,Donut,lot17137,fdb81d7dcdedd58eb2a0c151202c8b2af024e8943e4fc2df5178c0d3b491dee3,train,maps/0279190.npy
279192,Donut,lot17137,f351947526f2a97049e5fb1bbe5cec26f722d976022ab24a714f120da9ce9495,train,maps/0279192.npy
279193,Donut,lot17137,d7f3ed0ae4efdf5c4c26aecc34054f1e61171337d45ac00f7ae9cc9cff748f57,train,maps/0279193.npy
279194,Donut,lot17137,76083d618305dd13fd6972ceecc449f7edc9bfbed4501b7bf8ce8a00a21bc955,train,maps/0279194.npy
279195,Donut,lot17137,7ee1737cf6721f383bdd97290f4a56a3f92e3c1c137dab647cb0ba59fa53704e,train,maps/0279195.npy
279196,Donut,lot17137,052c9ff6326a001e10c3c1e102a5db5855e66dbb93f3fb2a19d463382249de71,train,maps/0279196.npy
279197,Donut,lot17137,5ce8b33af9357bb10bbee3c8ae84579a45e0b52fd9866a5cd86d6b109ea17623,train,maps/0279197.npy
279198,Donut,lot17137,639e47742d549441f2748653925ee15f29d01482baf24b3b7a88a4183fb67cf1,train,maps/0279198.npy
279201,Donut,lot17137,e69838552a2793fef1c063f545fe3ec2133a297832fa3a7ba5f8df20e18a16d1,train,maps/0279201.npy
279207,Donut,lot17137,94275f939cd5660534429b00adb65fbbc0908dec047b1551e77c7e42fceedfa2,train,maps/0279207.npy
279231,Donut,lot17139,e036d51a335ecf454279130a5e43476848cd20178097b8df0366dfc3a15880ee,test,maps/0279231.npy
279232,Donut,lot17139,28f2867b9b2372fc8106b6b36e353b0a039da8ebdefbbb20b47db4a338bb3d03,test,maps/0279232.npy
279240,Donut,lot17141,9e1257e36eaa13416a9113e86291e72211c71b8cc6bc1d9e166b2d25eccbd686,train,maps/0279240.npy
