source_index,label,lot_id,map_sha256,split,cache_index
119091,Loc,lot8006,df4256a2d70e79998b2b0ae52364ff7dad8b457b7984c1508f539c189ad027a9,train,1745
119092,Loc,lot8006,88a546bafbaa147d05dd4f4588a0ef497d0cfb702896a9c3cb3f6eaf1c08254f,train,1746
119533,Edge-Loc,lot8039,88e24588583bee3522835087bbf8aed7ace1aaefe40b8a93777d0b5c569467e7,train,1747
119534,Edge-Loc,lot8039,6b24929e818d69482d294bff5b51555bb3963f9c6eddc391073c1d85b86b3316,train,1748
119544,Edge-Loc,lot8039,cbfec376c2a3ba668741ebc9bb0831e4b1d3fa1a9b69a45f7ae620050f040e56,train,1749
119628,Center,lot8043,74621b270063639ef574652ab8c94ea65dd7551a300ff091267f79a2ad66f195,train,1750
119678,Center,lot8045,286e9a2f8dc3e99a8a4aceaba04a2ddb11e1ae6b349d1bfed7e51f7404ef5ea1,train,1751
119692,Center,lot8045,0672ef5523789bdc4d429f8fc2e7ea0a80f12cef2401453b353707c554ec3e28,train,1752
119783,Scratch,lot8049,cce565b931f4174d1abd453e064d3113a8fb1175bba691f6f12daa0ae49444a3,train,1753
119933,Random,lot8055,dbc1561e25ebd87623828bf275241f16c045bcee253479bff78ac7011e810fd0,train,1754
120286,Scratch,lot8069,4226a6f58df5dab3036df9f489de0b74152375d822bc73e16a17f5e2ea99f34e,train,1755
120536,Edge-Loc,lot8079,38f2f0451bfd65a1cb0ce29e0474a6c7be9c2706ab9fe74de791a7e4012590b5,train,1756
121525,Center,lot8121,87dd45bca07d38a9c6457012e4428f72353ebbe53af821147f19e225366bb25a,train,1757
121573,Center,lot8123,e76dce5fa07f804d9e431dc87c8fadd96ccfbb73857ce41e9082cf276e23a3a8,fresh_audit,1758
122112,Edge-Loc,lot8149,cc60971bd8d4d5622cd9be153b5cb27e8b25c1454885a8b7087f93651805d215,train,1759
122137,Edge-Loc,lot8150,50367c3683ea6e48575520d4d905f9a73b9a18b1eac845301483ae52927af12a,train,1760
122203,Center,lot8153,15e5583d51cf97582166bc3849dd6d270d63799f067d4968f57eab2f07faafa2,validation,1761
122217,Center,lot8154,45d9845eac94e80c30310d91e894053b19d3352091deb6ef02bfc996387ec519,train,1762
122228,Center,lot8154,792a7af8142660ae46bf97484385f9e2751a222bf736eee134464078c6233f67,train,1763
122242,Center,lot8155,ec2eea0cbd5d40a40b6b5e4163a82719ae528f5bd019cd12e16b50d37f49f241,validation,1764
123151,Scratch,lot8193,71f6ec59e244c9e3090ae27c35017b68ec1cd076998b52607cf2b9918d5dadca,train,1765
123401,Center,lot8204,f9eca9be2f60c323a0a6b2834ed1100ec26f45ae95495ea45c151bbf5ba1c1c5,historical_test,1766
123541,Random,lot8210,631ec062195d5456465ccf3a09d4dc7c76de226151418bb085c1d0b1c617c604,historical_test,1767
123598,Random,lot8217,eb6ff3f21e98e52a3e7f002b2971802f355bbaf7915019a5ad63fb20f3a14ef2,train,1768
123616,Random,lot8218,66936845c51c0830d964d40b375eeac7462bcc7dcc0b48013186312019fa600d,train,1769
123652,Random,lot8220,b49018b46cfa8184503e98cddce3feeef091d0433a4e971ef9a86d37c40b3c3f,historical_test,1770
123741,Center,lot8227,105412190acec714b32070e49c9ccb92354920e6ecff52946cf847a1e7ed0bcc,train,1771
124695,Random,lot8269,4b36d0f288862c8f18b301b6026b3701d3dd7b0b23fd39cf548517c382300b72,validation,1772
124696,Random,lot8269,52ad308cef728145f0a907550314f4dd77084aadc9cd189c107ecb39f1f5a378,validation,1773
124697,Random,lot8269,c39f36d8ddcd269d2dc7702992eafeacc02c18709cf96e259465193be9e3d09a,validation,1774
124698,Random,lot8269,e874080af9550f3fbe2d53a4940715a617e3f9ab5653b94a06db814a89a0e8c7,validation,1775
124703,Random,lot8269,a093bf7d9eb3aa2f80aa9ed6e39929175497e2c6181ad0225764f5c2e9d4d561,validation,1776
124704,Random,lot8269,d6fbba6e20b7189e9a7608bf9c1f116e7158a7b2a0885584ed8018434dacfb08,validation,1777
124706,Random,lot8269,00f2445d117b0dd4189d9594a707979de695cf5696ef17d819268c659573035d,validation,1778
124718,Random,lot8269,bb5998dddc91d3f2039deb962335f28891006e02f86e79c65d756ac37b356499,validation,1779
124721,Random,lot8270,4b442174a3b8c83dcffef23060a98546d05cf9d0a0cdb67a5fc458a694d97183,train,1780
124722,Random,lot8270,eee6c44f410737407d3654583ee6c41eddb1d93a438ef69b6c021ec442833fdf,train,1781
124724,Random,lot8270,5e5676b5f2dc58830e5af19363306578660156a3d96682627bbc387e6da52bf8,train,1782
124729,Random,lot8270,92073e41f8c5dce5b075986147a18cdd768e3a9b1449c1c17c494ea6e7ebd064,train,1783
124743,Random,lot8270,01509542426abee07316af4016d7fe890faa4dc54eebfde47d4cf75c88706541,train,1784
124909,Edge-Ring,lot8277,ce45e2faec7856093054d18842e238fd3e4ab7e673bd53d92a348a6bba60735a,fresh_audit,1785
124920,Edge-Ring,lot8278,a3fa0fceb88a827a0f0f772ed681b11a4f4df12ff8775b4e34baf4ca0a9a41fc,train,1786
124926,Edge-Ring,lot8278,ebcaea9523f59316c68dffd5e43dda150578626c807cf29392a777be2ecc0177,train,1787
124928,Edge-Ring,lot8278,25e17b1417e9c077ed19dffb6ad3d74be606bad725e8b355aa1d5a7c0bcf5cf5,train,1788
124955,Scratch,lot8279,6f3e942661ede8fbbc53d661de84d15c6cf74ba67f7367ea3b5482240ed66116,validation,1789
124980,Scratch,lot8280,a9a75234df53343c4f7c9048ba7e8c09aaaa6a371b7a34cd227496d4ad0bebbe,train,1790
125005,Scratch,lot8281,761018830f0c141d792342ecc0240f32080ad74132a576e56a79462a56d831b0,validation,1791
125030,Scratch,lot8282,ab691131d518d17d3caef9dfb578794bab9f378329a6b842a03bb10ab9b0e850,train,1792
125548,Random,lot8303,afccaa47612afa66e9db0568cc29035ecd5f6e977bd64402a9a503ae4ce81198,train,1793
125751,Edge-Loc,lot8311,48e902beb1f4d93371ebf0e70cc8c5a7c883b148b43ce163337963c6be84d45f,train,1794
125782,Edge-Loc,lot8313,fc6985089a1bb5f6d44199543d351eb73be9597b27420ad116a84d0b32d809b6,train,1795
125917,Loc,lot8318,83bfcc6915ed4121e48e65215b8b9ebe6ec188869809bd16006737e43f749a07,train,1796
126057,Edge-Loc,lot8327,9d41cdc854cd73921a6ecce60e147e8b71fd5ee9fc609f52c092ee574ca1e80a,train,1797
126058,Loc,lot8328,633a7393beca3c542fdd3d793f606dca4c440c598a461ec06d5ac83595a01e2c,train,1798
126067,Loc,lot8329,c616b1c1aa24d927718c8ed3f7cf4cc513a08b58d11436df12db029455164a4e,train,1799
126286,Edge-Loc,lot8338,898b88cc0b6a22806986bb379290e76403be9664d7dae292ef26bc2798fe139c,train,1800
126397,Random,lot8342,05980842a6c9ce108a664ee3e4bfa200c098a5b0b45762fb272694fab5b68ff6,train,1801
126422,Random,lot8343,a308878261b9186fce277569987398734f52330b47999c03cb57d033e80b122a,historical_test,1802
126447,Random,lot8344,3631d51917a1ed54b0d2a166a3364d8cad06446934b7232f0737655d67e6dfc2,train,1803
126805,Scratch,lot8359,42631501fbdb1635955796527288a85173d7f236273f6b80aa7efbe177172fd2,validation,1804
126848,Center,lot8361,639edd79b0db51d69eb9264796bccd1c61efb68d1b036af3f01a862f0f1702c2,train,1805
126851,Center,lot8361,2da07f999a416ba138130673fe26a8a7d01485af01cb9a6f029f54a94b59eb55,train,1806
126873,Center,lot8362,fd0a2195bc6875e967d5e2cf7512fef1679c008b9bcf5576a052f7aefe2e90a6,train,1807
126875,Center,lot8362,299e6e42824635d11cb4bb65abc7e80deb1b479d16e6a4129fa667c102a2d7ce,train,1808
126972,Center,lot8366,14e8edfe920374cd50f8ad99b53da9a100ac271bce4d24f88d4b5e4e85175287,train,1809
126979,Center,lot8366,100486390664f98e10de77ad1a19c6989052f645de47055630ccbfd82a358ba5,train,1810
126990,Center,lot8366,8781c8982a8417fc62dcb6f98c4de82e6fe87011d0cb579ae98b2bd0e4fa7d63,train,1811
127042,Center,lot8368,a540bab964bbaeaf39a34fad04235be270dd038085481a4d4f06d4c79d113198,historical_test,1812
127084,Center,lot8370,dcadd2e7093569eb2f0f7c15923cbea13c326e7a923271dd7fcc7757f14c948c,train,1813
128802,Loc,lot8452,5ff3ebb33feec1cdaea70153f75b929879ad17d63b6bcdedd38047887fdbe5aa,train,1814
128861,Scratch,lot8454,dd1edff23b3c41c387fc612c4c839539fd141774e31cf2949f51d3dd731c38b8,validation,1815
129086,Scratch,lot8464,e25ac7d89f1882df97c3379ee8ebfdbb52438534402b8cdb9a11b2ac543ee982,train,1816
129192,Scratch,lot8468,9bc0eece98ee9b4ee2b4cbef5119b55e677b7bde6e80cd9650d717ac0b60a022,train,1817
129964,Center,lot8504,03936c5fa05459ff67ceff44b6c25cd880c806e04eec6989a8c9856c57878009,train,1818
130325,Center,lot8522,083cda6a6566d99334ba4c804243a64c18e7e48e135ffa849ca6273bdb6cfbcf,train,1819
130676,Random,lot8538,219b6853292783762138d75b03456bb2dcce062ea9175bb168fdd6360243bffb,validation,1820
130844,Center,lot8545,1608fb923d549e434685a307883dac54c575fefa1599e65f31636391cdc32abf,train,1821
131058,Random,lot8554,d3f598db02bfce3348985e4f1a8b773998b8e0ac7fcc19a05c13348ebf26a7c5,train,1822
132032,Center,lot8650,d969cf3381655e4560269c4ab32dfc92cb9b92b9dff37f588d0276890b0a7587,historical_test,1823
132080,Center,lot8654,a21b4f5308bd1382c7da6c62bbaf7877d985a42609aa606c89cd4c7773a1b90d,train,1824
132368,Edge-Loc,lot8684,2a99779b16052ab376d1cdd77e43d784dbea06f3a9586d4f10852e3bd7b47a0b,train,1825
132988,Center,lot8739,78613f7e42677e4b4621389025098b543d8e54bb871c2ecc1337560114ff33b5,train,1826
133489,Center,lot8769,1652869e99c15a16c9a28aa520ea752121a3d767c5b0a02fbb2edd8ea39d8126,train,1827
133596,Scratch,lot8773,75b3409610a57bfa35cff16b524efe39fc840e966f575c0c0c3589a65a8dcbec,train,1828
134141,Loc,lot8796,6c38d0342980197b57163e6ae2692ac6b99a9f81944ec8dac98105bb40b77325,train,1829
134217,Loc,lot8799,a0f72ad6a74175fd9150513a1ba31e8cf695af20e30a427ed4470046d9e0e8cc,train,1830
134340,Loc,lot8803,5ef074edc5c62b4b537cb109369768d6eef26564066f743e59b6f7e8cb56798a,train,1831
134694,Random,lot8818,0c1d410637f34b0c513b6203e2116dc2e0371c22a0f500e5037d8821d8cf21e3,validation,1832
134695,Random,lot8818,7741ded7905f1fb728483de99cc6d288ed0ca93cd986722237b1d1ff1420aa28,validation,1833
134718,Random,lot8819,e6f7281132eed12ef2405755cdf62f33ec9495a08b4d9dffc01029ff6e85af43,validation,1834
134779,Scratch,lot8821,df6665cf65299fbe2ef2c933979e8975f4f449befd31701bafba4d8b0561b977,train,1835
134806,Loc,lot8822,a5c561bbbe6939ab0ebc7bdcb9bb6ec11d1c175b45bf7221cd422bd0582ca7fb,fresh_audit,1836
135689,Donut,lot8860,e4dc67ef0cdcefd064d3aa69e25fdae858e426a101806a349c3f9f9deaec8840,train,1837
135849,Edge-Ring,lot8867,51b34c78db46514a461e7c7d1c9ac05aedb3a2049ad1a300e11ed0a21d0541c3,fresh_audit,1838
135855,Edge-Ring,lot8867,92cfbc93891cc66df30445849383ff929335598b6778221551f7996cb98410d3,fresh_audit,1839
136043,Edge-Loc,lot8875,6731ba71c80d3aa85cf7cfa4f8451de372f77f28171e2f312851ce2525f26155,train,1840
136306,Loc,lot8886,30b03b3740047c4542dba0ead4ca92a9ec26463cf469a9ea61dd1d234cc09bc7,train,1841
136371,Scratch,lot8889,6e4bd0d6206f9ad798a038581bdddb7ff9c7c10d1a21bba917111a9787b8acc1,train,1842
136415,Center,lot8892,df883b747c739a63f915f3551b294152e248fab18f942b24008edce78c5c865b,train,1843
136416,Center,lot8892,ccdbc50b5bb5e6f509659ac3e2186f0107ae486a1ba60d63acb1c47243c1ea7e,train,1844
136460,Edge-Loc,lot8894,8c1a7e1e8691c393270f332a5a7edd54e6b757f486baa778cd478fff018bb03f,train,1845
136463,Edge-Loc,lot8894,c137458c65bcf9582e951e60c1da984f467d13947dd2d77567de3d39ba99e4cf,train,1846
136626,Scratch,lot8901,eebac26d5e1fcf59da0550a92d5d6745bd9cb2cc54caff0cfd2093efeae7f0f0,train,1847
136964,Scratch,lot8915,d9424a40a172bc267b693bf65d8521f3dd1afddc58105075bd1ea409ba4445a2,train,1848
137186,Loc,lot8927,e68b5feefb91cdbe66fab42cc031c132a863ea5372b0ed43b91d2b6e1cab08b5,train,1849
137241,Center,lot8932,2cab0e33e3018bf84132be60c805cc5b9c32acdab17f3be71a540a67a7f01473,train,1850
137361,Loc,lot8943,8a79295e7ee6097260f89e7628dcc3eafb35408f0729258a46513586dee82289,train,1851
137527,Center,lot8959,2d5a6a8c95b07822d7d57c31e0d197f8e57f962c2a1a771d16428bb3441ce195,train,1852
137561,Center,lot8960,2330123b43d7681df7d43994e7ecfe0dfe78a18538fd162b3f47264d4eeaf919,train,1853
137619,Edge-Loc,lot8962,675de2484d7423e115fb16c2ae6cb2955dcb1e096598d45213c2fa773547ab85,train,1854
137621,Edge-Loc,lot8962,78e49e64c55a3f4da2e0b31a9ca72ecc99701738ab1b25756120b55b504e82a6,train,1855
138685,Edge-Loc,lot9026,54b353574b66e49fa4783799e820a33d4b9539cca4b7fffabcd746c6f8a033eb,train,1856
138808,Edge-Loc,lot9037,63d74da15faa6689acbb478c5355062bf63b14aa5e4e16ccefb31f40949d8e03,train,1857
139591,Edge-Loc,lot9081,76818574dd914a388f29d46bafd10d96e967f7706d371b3f8c83fb4bab2f5a68,train,1858
139715,Loc,lot9086,ea56fe7fe6a3dcf25d04943b0255956fdfcf8a6753a676323a5db17a48e03ec0,train,1859
139907,Loc,lot9094,c1de1fe4b7e728f69e05076af2a1986e6f2ab82fa344d2838c9c15bf097f7d18,train,1860
140175,Center,lot9105,b689e066ec6207c40f73d793a116b1ec587369761d728274522eab0d72608d3c,train,1861
141173,Edge-Ring,lot9146,847daa492057e6504a9574ce72370060d7d1634aabe051df028eddd7ff4d5662,fresh_audit,1862
141174,Edge-Ring,lot9146,6b9bcc7b21b4c2920800509096ec03132cc509817a7bece26671da8166837c8b,fresh_audit,1863
141175,Edge-Ring,lot9146,4a60202f9c7bc7f266208b5e0fb9768f0471247d4e42d572b14cb7cbaf3ddf5f,fresh_audit,1864
141177,Edge-Ring,lot9146,581e1838e022c2b97114eece794cc3f1064317dff3e1371b0f0d3bd435f4ed9d,fresh_audit,1865
141178,Edge-Ring,lot9146,78ef78f279c465a19d5dc0b8b8c4ce45813fe042e3ec03b7cd9f094a63bf8f8e,fresh_audit,1866
141180,Edge-Ring,lot9146,b42db771978f4cde8ba8bc1e4d14db89c119d87d972aa4625e09cee6bc50d22e,fresh_audit,1867
141182,Edge-Ring,lot9146,4f20400464093ad9ef8b0a77973165f5dbf7a2ad0425ca065d05cfd49e410c3a,fresh_audit,1868
141183,Edge-Ring,lot9146,53a4b1b13b702eef55e22e5bf094b8923c9164dfefec8ca7ff91ff6de11accc1,fresh_audit,1869
141188,Edge-Ring,lot9146,d59ffb173f2400aa8cd82b17cf7809e7007c94db89b1cd6d29478f7d59d4b95b,fresh_audit,1870
141190,Edge-Ring,lot9146,2913b3232a71199c9f930d47140a2cf292055f5288ff1ac56feb9cb99c1dff0f,fresh_audit,1871
141197,Edge-Ring,lot9146,f083baf5be6faf1e3e9e3a5dcea56bc09b275d1b08406bc73b0085321dc47db9,fresh_audit,1872
141198,Edge-Ring,lot9147,e8e71aa10a0730b0fc5c92ba9e958bc93885bc2427f61a86ab2165d9eac0353d,train,1873
141199,Edge-Ring,lot9147,df6b0f693fa11a66ce7df361ddd497d77ca72cfbaacfad81ffe2977c1692a703,train,1874
141200,Edge-Ring,lot9147,eef1dcef52bb69bfcfe364ddcc1f5e751c46ea92faed74cff198522d438cf597,train,1875
141207,Edge-Ring,lot9147,71c4b2d136cc0905341cce0634578b7cc988af30ef34ac1a6e023c5bbc17062d,train,1876
141208,Edge-Ring,lot9147,b08b461fa19d73c5ef840ddcc9a1f0010439f14d01d78645f37cd9fcbcecf779,train,1877
141215,Edge-Ring,lot9147,c38e22aa094da0fe2f6182170cb4c2d0d80605b2a67b347fa9dac0520b3a8767,train,1878
141219,Edge-Ring,lot9147,787bca1cda96bcb49f026d5b8c01fffa7d5a1f81f49f2ec878f813df2fd140d5,train,1879
141220,Edge-Ring,lot9147,f4e8d5c847801beb01341f6f4dd9b4a93f8ff97e6e14073a15ed54b1317c1711,train,1880
141221,Edge-Ring,lot9147,05d505e8edf2fe9e0ae60ad232a72447f74e8c8ebc10813cd4a1eb975defd17d,train,1881
141222,Edge-Ring,lot9147,0835412ee33c43b774be4e4741cdd8e993d6793ebe0e3b4ceabb26ee7d3c9654,train,1882
141227,Edge-Ring,lot9148,3f4cbfa79a9c7934c26e21fdca47844c2ecb0bbdd3a5999b7b7bd74a382ff642,train,1883
141230,Edge-Ring,lot9148,37a5a2a00cf5b54f4dc82b0c3bf8859a261965a5cfb39bca5c4e091af97c6eac,train,1884
141234,Edge-Ring,lot9148,2050a37903ff2b9aa2d85ad119d67886ca00291d65837999e39fa964175e465d,train,1885
141235,Edge-Ring,lot9148,2bf85d6c8c6d98f8bcc8199fbe67af31b09ecd85c678ddad06ea8d6502792312,train,1886
141249,Edge-Ring,lot9149,b79e6c241c0df2c21eebc3062f2e0fad050ac1cc9c9cf7eff33237c3e2652749,train,1887
141252,Edge-Ring,lot9149,674530bf8e9b7195d4e85b7ddd8984f5092a7d7bfbb6edacfdf4f61cc729e45a,train,1888
141256,Edge-Ring,lot9149,b6e64df5aa5e0991fa597d981582e41eb733ee4dd68a877b8c371e1be88e99ac,train,1889
141257,Edge-Ring,lot9149,b8fb948354fd605429f1866b39b780afab5cb3f37e53dffb5e1e7a7019f422bc,train,1890
141259,Edge-Ring,lot9149,fd568c2aae20a9e1c6510cc9bdc360adaf9cd82a8e45bca50ef6a96694ff504a,train,1891
141261,Edge-Ring,lot9149,68e6b8b65f0bd67b6929b65837ca2f86161230c943a9550ee5f2b99f7552b33a,train,1892
141264,Edge-Ring,lot9149,83f1eb8f2ff253bd6b8939ca57ee87c921ab0ea0e791a8b005da220ede2a81bb,train,1893
141266,Edge-Ring,lot9149,e549f4da18bc3e10e82ee9f2d69e57c4e0872c6e245ffbfa485697f7ec95c3f8,train,1894
141270,Edge-Ring,lot9149,8964eb3298ae15fdffc7b0d08281507b3e2ed548c7c1af956bd9cef7493318ad,train,1895
141291,Edge-Ring,lot9150,25c9bd8e6eb4dd10f1f5c1a4b1f3b86ed23c74f5d64ed9e628de89c3cde5be14,historical_test,1896
141298,Edge-Ring,lot9151,011f97b8cb55b87d2eed97e27ec03374beff9eef60aee27e0cdc371aa75edf8a,historical_test,1897
141323,Edge-Ring,lot9152,cd318183a73722f96ff021001b467891a8ed3a421c51a163c41f2aca2386208b,train,1898
141324,Edge-Ring,lot9152,3040e4356b475729d286b370cf4cd56bc856e445ea611aba44e8f64d685d0efc,train,1899
141329,Edge-Ring,lot9152,cf761c5eb82db44a8385bef8cfef9f9a5f6c17fc3243f762ffe2a0781a8d79d1,train,1900
141333,Edge-Ring,lot9152,58c9c3a2664e3a7416b73ce2e76ee3d77376122368f5f46f1aaf6f28dd2eb063,train,1901
141334,Edge-Ring,lot9152,dd0408047cbd0bf6c917b84353e4ec8e851b1711399338ad59ea3d39246a182e,train,1902
141336,Edge-Ring,lot9152,b168b2c42137fa60b8555ee6ffaa621b9ffb286f18e34fa2494f0d94f31cc1ea,train,1903
141337,Edge-Ring,lot9152,56f7dd64fe670154787a33564aaec4d9fc519aa24f80e98463394478cbb0d02c,train,1904
141338,Edge-Ring,lot9152,e8b712a856d95e5ab2bf5910f3fb1cad8a6b706ab430a67d3ab5549638bd7ff6,train,1905
141340,Edge-Ring,lot9152,977d7fe7d6f20e7aeec9467bd3b8c41afe4ef84c1f16221ef18f5a4ffdb7e092,train,1906
141342,Edge-Ring,lot9152,115d2df502410060232f2e4d560fa9e1f43a4384e1849a2135952baf4a61768d,train,1907
141345,Edge-Ring,lot9152,d9688cee2cc3c0fe17b10868cf3e515a87cb5174aad8249f70fc5944a34bcd20,train,1908
141346,Edge-Ring,lot9152,11d9836af3ff07d146327be3f571a136a5fed176d4f0bdbccc5ac7b5a5c2d52a,train,1909
141351,Edge-Ring,lot9153,786ec2ea317b9668d2e5c670acff4ca94192ac42a479608042819804d8a96cca,train,1910
141353,Edge-Ring,lot9153,83a0ec57aa395d2e19f694b6740febb78399aac35df5c67b2518f127259588d3,train,1911
141356,Edge-Ring,lot9153,77855d6eae1579a00158c4d7a3e50b06de6daf7241759f5fae69f3453c42188d,train,1912
141357,Edge-Ring,lot9153,9816f145b32762d4b4c1d88dcd90a5712e82a34325a371ccea493d53c6920eac,train,1913
141359,Edge-Ring,lot9153,9132fcfb4ae752576ff9e5dae2575f5f7fa1d0f9720ca41530ccedc31cfdb2a1,train,1914
141361,Edge-Ring,lot9154,976d4bb8e2e2556219643dfb974fe76d636da650cd9deecf5848792daa0d4b3e,validation,1915
141378,Edge-Ring,lot9155,dba227167141bd5d6fd8af7b87db3b0e61635a8a0876e34c9bae9fd9e346cefe,train,1916
141384,Edge-Ring,lot9155,8daebc85fb0de46e355500a9f487971fe4897d2e7f60adb528ebdbde110103d2,train,1917
141385,Edge-Ring,lot9155,4413f6cb70edb950ad28859dfd7d05fb968d341c5f510f249bc1042436571344,train,1918
141387,Edge-Ring,lot9155,8504572bc02903e2541df9ad765d1eb770be3da1fbf380d2e58aa05e1c9462f9,train,1919
141389,Edge-Ring,lot9155,ee943e7f6c1434029348c318ebdb23fce69650d66a9be9620b0df5843c2d2572,train,1920
141395,Edge-Ring,lot9155,95f467028cbf356bbd70059249993add24a72deef0d44297d919587cab450393,train,1921
141397,Edge-Ring,lot9155,6077b0557db01ad9faa1f13497c33ce15464d5e45ff3218e07eb2a6191c489b1,train,1922
141401,Edge-Ring,lot9156,47dd68aeb3502c0459f6b227f566e2925e228aefd2271ef3e2848e736bcb685e,validation,1923
141412,Edge-Ring,lot9156,4644175f9b814a4bb9e35d6cfad8c4403cd117d0ac6b2702fb733f6c7d199530,validation,1924
141416,Edge-Ring,lot9156,918fef70b3bf72c9d3d01534dd7de299fdd0eebfc16ed677c9cf0d0433ff5a8d,validation,1925
141417,Edge-Ring,lot9156,f2fafcd08e9c567131bd4a6c8031c12b1a55ae89df345fab44ab588fd45f560c,validation,1926
141419,Edge-Ring,lot9156,d256f8daedf10356a3cc0960b4ee3702a494e118822919df02c5c9f43b276337,validation,1927
141424,Edge-Ring,lot9157,689c1c7475081754a2c46f695a3df8757121248c17a8ac5e6b60f0198db14d15,train,1928
141427,Edge-Ring,lot9157,c6d3d1cfa29d53407505fcb235a1ede3fe20fd389e154669d8c75f591d0d98ca,train,1929
141428,Edge-Ring,lot9157,873d7e18b33047f5c63f71120639d4db53cb4cb0d12161da477a9988ffab1dcc,train,1930
141438,Edge-Ring,lot9157,6b3d4d55e2595a4887f86f853a73bd866234af9347ee4509448774bf6113eb60,train,1931
141442,Edge-Ring,lot9157,7d2abad6848bc3e01dee7dceb133d87b752ffbad5142e26f0cf1015b7b62813d,train,1932
141443,Edge-Ring,lot9157,7177c7bcf4a53ccc85cb2e0126d207e2f22e109a6f2fa339637dbf9d95dd58d1,train,1933
141445,Edge-Ring,lot9157,146635037d9719b0a876346f851fca183d9b23bbb1b2d3545fd752d04d4b2221,train,1934
141473,Loc,lot9159,66346e73443aaef71ff3abc109076ba3fefb53ffe0605880454f17721b2e4c0e,fresh_audit,1935
141634,Edge-Loc,lot9165,34eea286cdca39f08d4775c069cef986a849356b8707768b593f1aaf076e00fa,train,1936
142078,Random,lot9194,e48b380e654fc9e609fde0d2d86744b672e6a3b6eddaa444871ddd1c98bb9c75,train,1937
142524,Random,lot9216,80bd738bb6ce599eeaed3157053473200c43df91e35b8a43657d74fa5e345415,train,1938
142571,Center,lot9218,d7cb8c101fa6b60dfe0835fdbfc0bc4c94ef673f662baa28b6dd9ccb12fb4611,fresh_audit,1939
142738,Loc,lot9229,06a036e6f060992598e97f95fdff560bb1ff7de415a553ac1d6e6ca52637da4f,train,1940
143012,Edge-Loc,lot9241,6e8b1a27c23ab85187bd3ea1494b8426dd70f79c2d0a0bbf1e45df789e260477,train,1941
143026,Center,lot9241,b5bd86126c40150612d17641ab85a476d06584b66d62c523fd7bb48d7601e468,train,1942
143378,Edge-Loc,lot9257,1c43b46571e0bb0c369d8452b68fba01b1fb7a03d6a37fea6dc8f4c0d68c6cbd,train,1943
143915,Center,lot9290,ba91685b55357d61821ab10f16c2dc23b90f4b87c2384d91c0cf3e316a83f07c,train,1944
143917,Center,lot9290,7993d3ffeca2a01f694190119115e36c198c944f9830f48d55ce495b463ea6a0,train,1945
143921,Center,lot9290,d4ba094878bd0b6aa1f43268b28cbe8b926a335ee458dd4837ecaff50beb661f,train,1946
143923,Center,lot9290,78bebae0afb838759128cbaa5e7e34b1d3ae3e29b4899f6165e2839558aa18cc,train,1947
143928,Center,lot9290,e961228474be0dd8f063f0fdc970f2909eca5b9ff002bf38de23a189c8d5deb3,train,1948
143929,Center,lot9290,c8907547480009aed7a6766b63942b8c79e60dedb86eb1ee962eb7184bd8969d,train,1949
143939,Center,lot9290,374db1150903e68a3c62caea426930db2b8a14857a34656a4ad8ae203e9a2a13,train,1950
143940,Center,lot9291,e119e6f894044c0029d828577850a60924425e26eef06214fe3b5335758a4dd1,train,1951
143942,Center,lot9291,7f3dbfb2b0f8c786f9fa30a1b4dc4c84080dd7d4cb3326386cef4ac6e85243cc,train,1952
143946,Center,lot9291,8cf157dcb6f808c1e16d87caedab9fa080270d8d5a160c1b7f8c8bae9c343880,train,1953
143948,Center,lot9291,f18116d7bf5fca31df4ded13aa34fe76be730618d7ac6472ccba80b199da3f29,train,1954
143952,Center,lot9291,0281714bae42495250d5d709507b5a64158fa3086e7855a07cd0a2243917adf3,train,1955
143953,Center,lot9291,cb32c26c3a7e4826e5a8f658256a6204b183d580ea96df3511784ed66c7ed59f,train,1956
143955,Center,lot9291,c019f5b3c917cda494863bfd2a0286cea3579ca9775dfc991c55fdb76b71802d,train,1957
143958,Center,lot9291,dbd657008f6eefbacd413010110872cb7ebcba6a8c578595ba96b12ccf1fccc3,train,1958
143959,Center,lot9291,838e6ba5704d5012a6aa47ec8e909665676a6ca1e765433a2e14f97752b57f52,train,1959
143960,Center,lot9291,16fefe8be06f652a4601538472f4826ab0d20379751534f9a9b59f36a79841cc,train,1960
143961,Center,lot9291,24b5ae6e248648347882d4cb03f6baa70e8bc4b05c086c22616b5ec5da315bea,train,1961
144053,Edge-Loc,lot9295,aacae6c015cae537464f6d067253f2d7eba7b7f46d5b706f99c4feb9fd3e43a4,fresh_audit,1962
144208,Edge-Loc,lot9301,c2800c6477d32159692b845ce232732a114dfe8bd16d418c91382acd9c5074d0,train,1963
144799,Loc,lot9330,a78e3e35f5a2cdb1e046585e8c230059214ebac08af89fd3f05b5f6566efffbd,train,1964
144868,Edge-Ring,lot9333,397c7c8434ff1a305d7c66fb3d9d13538e78dc240627a3f5d89f123c361b3b15,historical_test,1965
144874,Edge-Ring,lot9334,98354078ccc5ab71c7817cd6f3f5abc7415be59338e841ae25f69245b92ebf5e,train,1966
144875,Edge-Ring,lot9334,a8e412cded5a86ad07c5a9be579bc7556c6c4219dbabd1da1b87281d72359d17,train,1967
144880,Edge-Ring,lot9334,ca028b05ba1607c60a65788c401cfc544b6e725b0868a3b799a07424fafe239d,train,1968
